                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.92688,                 3.1555,                  1.291,                0.88909,                0.52258,                0.72634,                0.50933,                 1.5478,                 1.5842,                 1.3311,                      0,                      0,                      0
                      2,                 1.1608,                  3.127,                 1.5165,                0.90393,                0.52661,                0.73151,                 0.4964,                 1.5466,                  1.549,                 1.3221,             1.1782e-06,             1.1782e-06,             1.1782e-06
                      3,                 1.3904,                 3.7087,                 1.7721,                0.90609,                0.53027,                0.73663,                0.51801,                 1.5444,                 1.5427,                 1.3215,             2.3329e-06,             2.3329e-06,             2.3329e-06
                      4,                 1.5458,                 2.9626,                 1.7659,                0.90733,                0.53498,                0.74973,                0.51561,                 1.5092,                  1.527,                 1.3044,              3.464e-06,              3.464e-06,              3.464e-06
                      5,                 1.2188,                 2.8014,                 1.5964,                0.61286,                0.71992,                0.74994,                 0.5422,                  1.505,                 1.5603,                  1.305,             4.5715e-06,             4.5715e-06,             4.5715e-06
                      6,                0.60841,                 2.1769,                  1.005,                0.91028,                0.54574,                0.74961,                0.54314,                 1.5146,                 1.5936,                  1.305,             5.6555e-06,             5.6555e-06,             5.6555e-06
                      7,                 1.1278,                  3.202,                 1.4481,                 0.9123,                   0.55,                0.75071,                 0.5405,                 1.5271,                 1.6733,                  1.305,             6.7159e-06,             6.7159e-06,             6.7159e-06
                      8,                 1.1468,                 2.7081,                 1.5621,                0.91215,                   0.55,                0.74923,                0.53155,                 1.5384,                 1.7168,                  1.311,             7.7527e-06,             7.7527e-06,             7.7527e-06
                      9,                0.89158,                  2.291,                 1.2312,                0.91881,                   0.55,                0.74942,                0.52836,                 1.5582,                 1.7429,                  1.328,              8.766e-06,              8.766e-06,              8.766e-06
                     10,                 1.1354,                 2.3397,                 1.3546,                0.93084,                   0.55,                0.75121,                0.52333,                 1.5652,                 1.7922,                 1.3369,             9.7557e-06,             9.7557e-06,             9.7557e-06
                     11,                 1.2179,                 2.2101,                  1.521,                0.94346,                0.53297,                0.75334,                0.52121,                 1.5644,                 1.8371,                 1.3597,             1.0722e-05,             1.0722e-05,             1.0722e-05
                     12,                 1.4533,                 1.8816,                 1.7731,                0.94252,                   0.55,                 0.7535,                0.51712,                 1.5673,                 1.9084,                 1.3637,             1.1664e-05,             1.1664e-05,             1.1664e-05
                     13,                 1.2419,                 2.5417,                 1.5369,                0.91076,                   0.55,                0.75292,                0.52014,                 1.5549,                 1.9438,                 1.3596,             1.2584e-05,             1.2584e-05,             1.2584e-05
                     14,                 1.1622,                 3.0446,                 1.5829,                0.88829,                   0.55,                  0.753,                 0.5122,                 1.5536,                 1.9812,                  1.359,             1.3479e-05,             1.3479e-05,             1.3479e-05
                     15,                 1.0313,                  3.301,                 1.4137,                0.89119,                   0.55,                0.65984,                0.50287,                 1.5411,                  2.021,                 1.3512,             1.4351e-05,             1.4351e-05,             1.4351e-05
                     16,                 1.2031,                 2.7837,                  1.516,                0.88007,                   0.55,                0.62968,                 0.4708,                 1.5333,                 2.0831,                 1.3518,             1.5199e-05,             1.5199e-05,             1.5199e-05
                     17,                 0.8283,                 2.5918,                 1.3451,                 0.8577,                   0.55,                0.58943,                0.46231,                 1.5477,                 2.1259,                 1.3532,             1.6024e-05,             1.6024e-05,             1.6024e-05
                     18,                 1.1761,                 1.5951,                 1.4805,                 0.8577,                   0.55,                0.58943,                0.46231,                 1.5477,                 2.1259,                 1.3532,             1.6825e-05,             1.6825e-05,             1.6825e-05
                     19,                0.78849,                 1.5058,                 1.2322,                0.81214,                0.55399,                0.59397,                0.46434,                 1.5468,                 2.1539,                 1.3541,             1.7603e-05,             1.7603e-05,             1.7603e-05
                     20,                 1.0129,                 1.9209,                 1.3125,                0.81214,                0.55399,                0.59397,                0.46434,                 1.5468,                 2.1539,                 1.3541,             1.8357e-05,             1.8357e-05,             1.8357e-05
                     21,                  1.073,                 2.1541,                 1.4464,                0.79178,                0.56471,                0.58914,                0.46136,                 1.5633,                 2.2071,                 1.3655,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                 1.1891,                 2.1337,                 1.4336,                0.79178,                0.56471,                0.58914,                0.46136,                 1.5633,                 2.2071,                 1.3655,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                 0.8479,                 1.8717,                 1.2285,                0.74916,                0.58333,                0.58567,                0.45338,                 1.5846,                 2.2772,                 1.3798,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                0.88962,                 2.0081,                 1.2791,                0.74916,                0.58333,                0.58567,                0.45338,                 1.5846,                 2.2772,                 1.3798,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                0.76498,                 1.6851,                 1.1825,                0.75051,                0.58333,                0.58823,                0.43596,                 1.5739,                 2.2628,                  1.372,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                 0.8203,                 1.9244,                 1.2527,                0.75051,                0.58333,                0.58823,                0.43596,                 1.5739,                 2.2628,                  1.372,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                 1.1165,                 1.6955,                 1.6258,                0.76341,                0.58333,                0.57486,                0.43454,                 1.5737,                 2.2744,                 1.3789,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                0.66282,                 1.2418,                 1.0831,                0.76341,                0.58333,                0.57486,                0.43454,                 1.5737,                 2.2744,                 1.3789,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                 1.3295,                 2.1403,                 1.6198,                0.94256,                0.38333,                0.57417,                0.44282,                 1.5932,                 2.2901,                 1.4028,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                0.77932,                 1.7155,                 1.3345,                0.94256,                0.38333,                0.57417,                0.44282,                 1.5932,                 2.2901,                 1.4028,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                 1.1854,                 2.2112,                 1.6064,                0.77559,                0.38333,                0.57392,                0.42666,                 1.6357,                  2.357,                 1.4583,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                0.79002,                 1.0808,                 1.2022,                0.77559,                0.38333,                0.57392,                0.42666,                 1.6357,                  2.357,                 1.4583,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                 1.2367,                  1.463,                 1.6784,                0.77788,                0.38333,                0.57823,                0.42872,                 1.6652,                  2.395,                 1.4936,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                0.74828,                 1.2134,                 1.2519,                0.77788,                0.38333,                0.57823,                0.42872,                 1.6652,                  2.395,                 1.4936,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.73413,                 1.1398,                 1.2105,                0.77712,                0.38333,                0.57747,                0.44476,                 1.6794,                 2.3952,                 1.5028,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                 1.0943,                 1.6215,                 1.4401,                0.77712,                0.38333,                0.57747,                0.44476,                 1.6794,                 2.3952,                 1.5028,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.83376,                 1.0206,                 1.1082,                0.94185,                0.38333,                 0.5795,                0.44632,                 1.6884,                  2.417,                 1.5151,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.87388,                0.84991,                 1.0542,                0.94185,                0.38333,                 0.5795,                0.44632,                 1.6884,                  2.417,                 1.5151,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                 1.1793,                 2.1553,                 1.5722,                0.93946,                0.38507,                0.58095,                0.44511,                 1.7147,                 2.4248,                  1.544,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.78602,                 1.5649,                 1.2846,                0.93946,                0.38507,                0.58095,                0.44511,                 1.7147,                 2.4248,                  1.544,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                 1.1282,                 1.3337,                 1.5622,                0.93977,                0.38496,                0.58046,                0.44582,                 1.7105,                 2.4545,                 1.5337,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.87238,                 1.0286,                 1.1751,                0.93977,                0.38496,                0.58046,                0.44582,                 1.7105,                 2.4545,                 1.5337,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                0.85617,                0.83606,                 1.1142,                  0.938,                0.38512,                0.58046,                0.46249,                 1.6844,                 2.4385,                 1.5063,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.72898,                 1.1233,                 1.0955,                  0.938,                0.38512,                0.58046,                0.46249,                 1.6844,                 2.4385,                 1.5063,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.70474,                 1.2606,                 1.1482,                0.93789,                0.38521,                0.58079,                0.46254,                 1.6843,                 2.4323,                 1.5027,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                 1.0222,                 1.2871,                  1.402,                0.93789,                0.38521,                0.58079,                0.46254,                 1.6843,                 2.4323,                 1.5027,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.68598,                 1.1479,                 1.1952,                0.93806,                0.38555,                0.58104,                0.46267,                 1.6773,                  2.439,                 1.4932,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                  0.784,                 1.3432,                 1.1739,                0.93806,                0.38555,                0.58104,                0.46267,                 1.6773,                  2.439,                 1.4932,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                0.75458,                 1.3655,                  1.275,                0.93842,                0.38555,                0.58029,                  0.448,                 1.6672,                 2.4268,                 1.4701,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                0.88529,                   1.09,                 1.2616,                0.93842,                0.38555,                0.58029,                  0.448,                 1.6672,                 2.4268,                 1.4701,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.67369,                0.80222,                0.99663,                0.93748,                0.38565,                0.58166,                0.47216,                 1.6843,                  2.478,                 1.4963,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                 1.0435,                 2.3133,                  1.419,                0.93748,                0.38565,                0.58166,                0.47216,                 1.6843,                  2.478,                 1.4963,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.79267,                0.90127,                 1.1395,                0.93748,                0.38565,                0.58166,                0.47216,                 1.6843,                  2.478,                 1.4963,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                 1.1221,                  2.228,                 1.4074,                0.93557,                0.38578,                0.58368,                0.47207,                 1.7632,                 2.5267,                 1.5708,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.94837,                  1.285,                 1.4862,                0.93557,                0.38578,                0.58368,                0.47207,                 1.7632,                 2.5267,                 1.5708,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                0.58821,                0.70134,                 1.1041,                0.93557,                0.38578,                0.58368,                0.47207,                 1.7632,                 2.5267,                 1.5708,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                0.68844,                0.83302,                 1.1614,                0.94019,                0.38579,                0.50231,                0.38266,                 1.7645,                 2.5757,                 1.5869,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.69879,                 1.2791,                 1.2805,                0.94019,                0.38579,                0.50231,                0.38266,                 1.7645,                 2.5757,                 1.5869,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.72337,                 1.0095,                  1.127,                0.94019,                0.38579,                0.50231,                0.38266,                 1.7645,                 2.5757,                 1.5869,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                0.73046,                0.90155,                 1.0997,                0.93945,                0.38586,                0.50159,                0.36454,                 1.7926,                 2.5527,                 1.6073,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                0.74494,                0.89339,                 1.0937,                0.93945,                0.38586,                0.50159,                0.36454,                 1.7926,                 2.5527,                 1.6073,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.92649,                0.94001,                 1.3448,                0.93945,                0.38586,                0.50159,                0.36454,                 1.7926,                 2.5527,                 1.6073,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                 1.0937,                  1.556,                 1.4095,                0.94068,                 0.3858,                0.45283,                0.31678,                 1.7366,                 2.4057,                    1.5,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.67856,                 0.8896,                 1.1318,                0.94068,                 0.3858,                0.45283,                0.31678,                 1.7366,                 2.4057,                    1.5,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.93777,                 1.4449,                 1.3573,                0.94068,                 0.3858,                0.45283,                0.31678,                 1.7366,                 2.4057,                    1.5,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                 0.8951,                0.90609,                  1.307,                0.94267,                0.38519,                0.42017,                0.29091,                 1.7317,                 2.3979,                 1.4855,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                 0.8268,                 1.2881,                 1.3643,                0.94267,                0.38519,                0.42017,                0.29091,                 1.7317,                 2.3979,                 1.4855,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                0.87526,                 1.6722,                 1.1605,                0.94267,                0.38519,                0.42017,                0.29091,                 1.7317,                 2.3979,                 1.4855,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                 0.7484,                 1.1465,                 1.1579,                0.94375,                0.38428,                0.42178,                0.28877,                  1.745,                 2.4443,                 1.4925,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.67538,                0.63379,                 1.0675,                0.94375,                0.38428,                0.42178,                0.28877,                  1.745,                 2.4443,                 1.4925,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                0.76667,                 1.3909,                 1.1803,                0.94375,                0.38428,                0.42178,                0.28877,                  1.745,                 2.4443,                 1.4925,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                0.72325,                0.89372,                 1.1165,                0.93413,                0.39092,                0.42107,                0.28932,                 1.7714,                 2.4821,                 1.5162,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.81898,                 1.3218,                 1.2454,                0.93413,                0.39092,                0.42107,                0.28932,                 1.7714,                 2.4821,                 1.5162,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                0.70168,                0.77715,                  1.174,                0.93413,                0.39092,                0.42107,                0.28932,                 1.7714,                 2.4821,                 1.5162,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                 1.0001,                  1.074,                 1.2884,                0.93727,                0.39006,                0.42392,                0.28981,                 1.7948,                 2.4894,                 1.5074,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                0.70616,                0.74348,                 1.4303,                0.93727,                0.39006,                0.42392,                0.28981,                 1.7948,                 2.4894,                 1.5074,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                 1.2673,                 1.0938,                 1.5955,                0.93727,                0.39006,                0.42392,                0.28981,                 1.7948,                 2.4894,                 1.5074,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                0.73063,                0.68802,                 1.1034,                0.94169,                0.38787,                0.42378,                 0.2899,                 1.7908,                 2.5187,                 1.5104,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.86258,                 0.9202,                 1.2489,                0.94169,                0.38787,                0.42378,                 0.2899,                 1.7908,                 2.5187,                 1.5104,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                0.75087,                 1.1439,                 1.1917,                0.94169,                0.38787,                0.42378,                 0.2899,                 1.7908,                 2.5187,                 1.5104,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                0.71744,                0.78389,                 1.1797,                0.96964,                0.37395,                0.42375,                0.29003,                 1.7923,                 2.5599,                 1.5164,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                0.69001,                0.84014,                 1.1133,                0.96964,                0.37395,                0.42375,                0.29003,                 1.7923,                 2.5599,                 1.5164,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                0.95011,                0.96356,                 1.2656,                0.96964,                0.37395,                0.42375,                0.29003,                 1.7923,                 2.5599,                 1.5164,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                 0.7507,                0.90376,                 1.1153,                0.94546,                0.38143,                0.42444,                0.29832,                 1.7943,                 2.5524,                 1.5017,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                0.69633,                0.75549,                 1.0696,                0.94546,                0.38143,                0.42444,                0.29832,                 1.7943,                 2.5524,                 1.5017,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                0.66863,                 0.7318,                 1.1223,                0.94546,                0.38143,                0.42444,                0.29832,                 1.7943,                 2.5524,                 1.5017,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                   0.74,                0.85738,                 1.2827,                0.94546,                0.38143,                0.42444,                0.29832,                 1.7943,                 2.5524,                 1.5017,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                0.78182,                 1.1326,                 1.4098,                 0.9579,                0.38217,                0.42369,                 0.2847,                 1.8199,                 2.5568,                  1.537,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                0.64555,                0.58553,                0.98932,                 0.9579,                0.38217,                0.42369,                 0.2847,                 1.8199,                 2.5568,                  1.537,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                0.62701,                0.74619,                 1.0861,                 0.9579,                0.38217,                0.42369,                 0.2847,                 1.8199,                 2.5568,                  1.537,             1.2593e-05,             1.2593e-05,             1.2593e-05
                     91,                0.55783,                0.67678,                 1.0066,                 0.9579,                0.38217,                0.42369,                 0.2847,                 1.8199,                 2.5568,                  1.537,             1.1674e-05,             1.1674e-05,             1.1674e-05
                     92,                0.51566,                 0.6792,                0.91163,                 0.9349,                    0.4,                0.42503,                  0.285,                 1.7994,                 2.5559,                 1.4956,             1.0732e-05,             1.0732e-05,             1.0732e-05
                     93,                0.57769,                 0.6919,                 1.0609,                 0.9349,                    0.4,                0.42503,                  0.285,                 1.7994,                 2.5559,                 1.4956,             9.7656e-06,             9.7656e-06,             9.7656e-06
                     94,                0.68309,                0.69776,                  1.133,                 0.9349,                    0.4,                0.42503,                  0.285,                 1.7994,                 2.5559,                 1.4956,             8.7761e-06,             8.7761e-06,             8.7761e-06
                     95,                0.64742,                0.85018,                 1.1026,                 0.9349,                    0.4,                0.42503,                  0.285,                 1.7994,                 2.5559,                 1.4956,             7.7631e-06,             7.7631e-06,             7.7631e-06
                     96,                0.70648,                0.82636,                 1.1394,                0.95397,                0.39693,                0.42531,                0.30128,                 1.8002,                 2.5907,                 1.5142,             6.7265e-06,             6.7265e-06,             6.7265e-06
                     97,                0.51334,                0.80983,                 1.0996,                0.95397,                0.39693,                0.42531,                0.30128,                 1.8002,                 2.5907,                 1.5142,             5.6663e-06,             5.6663e-06,             5.6663e-06
                     98,                0.45941,                0.54655,                0.96955,                0.95397,                0.39693,                0.42531,                0.30128,                 1.8002,                 2.5907,                 1.5142,             4.5826e-06,             4.5826e-06,             4.5826e-06
                     99,                0.53997,                0.65421,                0.91881,                0.95397,                0.39693,                0.42531,                0.30128,                 1.8002,                 2.5907,                 1.5142,             3.4753e-06,             3.4753e-06,             3.4753e-06
                    100,                0.50513,                 0.5518,                0.95361,                0.95436,                 0.3833,                0.42327,                0.29906,                 1.8138,                 2.6952,                 1.5359,             2.3444e-06,             2.3444e-06,             2.3444e-06
